"","Date","Open","High","Low","Close","Volume"
"505","28-Feb-11","351.24","355.05","351.12",353.21,14395497
"506","25-Feb-11","345.26","348.43","344.80",348.16,13572069
"507","24-Feb-11","344.02","345.15","338.37",342.88,17853502
"508","23-Feb-11","338.77","344.64","338.61",342.62,23994706
"509","22-Feb-11","342.15","345.40","337.72",338.61,31162223
"510","18-Feb-11","358.71","359.50","349.52",350.56,29144532
"511","17-Feb-11","357.25","360.27","356.52",358.3,18949072
"512","16-Feb-11","360.80","364.90","360.50",363.13,17184119
"513","15-Feb-11","359.19","359.97","357.55",359.9,10149063
"514","14-Feb-11","356.79","359.48","356.71",359.18,11086213
"515","11-Feb-11","354.75","357.80","353.54",356.85,13127564
"516","10-Feb-11","357.39","360.00","348.00",354.54,33162480
"517","9-Feb-11","355.19","359.00","354.87",358.16,17240870
"518","8-Feb-11","353.68","355.52","352.15",355.2,13608558
"519","7-Feb-11","347.89","353.25","347.64",351.88,17322130
"520","4-Feb-11","343.64","346.70","343.51",346.5,11494225
"521","3-Feb-11","343.80","344.24","338.55",343.44,14064164
"522","2-Feb-11","344.45","345.25","343.55",344.32,9248401
"523","1-Feb-11","341.30","345.65","340.98",345.03,15236849
"524","31-Jan-11","335.80","340.04","334.30",339.32,13473086
"525","28-Jan-11","344.17","344.40","333.53",336.1,21144878
"526","27-Jan-11","343.78","344.69","342.83",343.21,10179423
"527","26-Jan-11","342.96","345.60","341.50",343.85,18102397
"528","25-Jan-11","336.33","341.44","334.57",341.4,19530950
"529","24-Jan-11","326.87","337.45","326.72",337.45,20524364
"530","21-Jan-11","333.77","334.88","326.63",326.72,26942816
"531","20-Jan-11","336.43","338.30","330.12",332.68,27313899
"532","19-Jan-11","348.35","348.60","336.88",338.84,40557457
"533","18-Jan-11","329.52","344.76","326.00",340.65,67178100
"534","14-Jan-11","345.89","348.48","344.44",348.48,11029964
"535","13-Jan-11","345.16","346.64","343.85",345.68,10648026
"536","12-Jan-11","343.25","344.43","342.00",344.42,10806330
"537","11-Jan-11","344.88","344.96","339.47",341.64,15859999
"538","10-Jan-11","338.83","343.23","337.17",342.46,16019926
"539","7-Jan-11","333.99","336.35","331.90",336.12,11140316
"540","6-Jan-11","334.72","335.25","332.90",333.73,10729518
"541","5-Jan-11","329.55","334.34","329.50",334,9125599
"542","4-Jan-11","332.44","332.50","328.15",331.29,11048143
"543","3-Jan-11","325.64","330.26","324.84",329.57,15897201
"544","31-Dec-10","322.95","323.48","321.31",322.56,6916261
"545","30-Dec-10","325.48","325.51","323.05",323.66,5630713
"546","29-Dec-10","326.22","326.45","325.10",325.29,5831096
"547","28-Dec-10","325.91","326.66","325.06",325.47,6282971
"548","27-Dec-10","322.85","325.44","321.52",324.68,8921957
"549","23-Dec-10","325.00","325.15","323.17",323.6,7982168
"550","22-Dec-10","324.36","325.72","323.55",325.16,9505147
"551","21-Dec-10","323.00","324.39","322.05",324.2,9155412
"552","20-Dec-10","321.60","323.25","318.23",322.21,13771742
"553","17-Dec-10","321.63","321.79","320.23",320.61,13826724
